type,user,age,sex,verb,bp
gen,100165,16,male,plS,F
gen,100165,16,male,hSpi`,F
gen,100165,16,male,bzbz,F
gen,100165,16,male,hstkl,F
gen,100165,16,male,hstkl,F
gen,100165,16,male,bnh,F
gen,100165,16,male,Sth,F
gen,100165,16,male,`iqM,T
gen,100165,16,male,Sxrr,F
gen,10017,17,female,hstkl,F
gen,10017,17,female,hstkl,F
gen,10017,17,female,hwrid,F
gen,10017,17,female,bzbz,F
gen,10017,17,female,akl,F
gen,100188,18,female,biTl,F
gen,100189,20,male,hSpi`,F
gen,100189,20,male,hriM,T
gen,100189,20,male,aibd,F
gen,100189,20,male,bzbz,F
gen,100189,20,male,hstkl,F
gen,100189,20,male,`cr,F
gen,100189,20,male,aibd,F
gen,10022,26,female,xibq,F
gen,10022,26,female,hstkl,T
gen,10022,26,female,hr`il,F
gen,10022,26,female,hstkl,F
gen,10022,26,female,Tpx,T
gen,10022,26,female,hgSiM,F
gen,10022,26,female,ng`,F
gen,10022,26,female,tps,F
gen,10022,26,female,hwrid,T
gen,10022,26,female,niqh,F
gen,10022,26,female,mtx,F
gen,10022,26,female,hwrid,F
gen,10022,26,female,hstkl,T
gen,10022,26,female,siiM,F
gen,100258,23,female,Sth,F
gen,100397,16,female,aibd,T
gen,100397,16,female,Sbr,F
gen,100506,18,female,hriM,T
gen,100506,18,female,hSpi`,T
gen,100506,18,female,ht`ll,F
gen,100506,18,female,Sixq,F
gen,100506,18,female,h`siq,T
gen,100506,18,female,mila,F
gen,100506,18,female,bzbz,F
gen,100506,18,female,siiM,F
gen,100506,18,female,bnh,F
gen,100506,18,female,cb`,T
gen,100506,18,female,aibd,F
gen,100506,18,female,hriM,T
gen,100506,18,female,Sbr,F
gen,100506,18,female,hriM,T
gen,100506,18,female,hcil,T
gen,100506,18,female,hrs,F
gen,100506,18,female,xdr,F
gen,100535,23,male,mila,F
gen,100535,23,male,nrdM,F
gen,100535,23,male,hstkl,F
gen,100535,23,male,hcil,F
gen,100874,17,male,aibd,F
gen,100874,17,male,SlT,F
gen,100874,17,male,biTl,F
gen,100874,17,male,biTl,F
gen,100874,17,male,kish,T
gen,100874,17,male,nipC,F
gen,100874,17,male,SlT,F
gen,100938,17,male,Sth,F
gen,100938,17,male,ziiN,F
gen,10105,29,female,aibd,F
gen,10105,29,female,hgSiM,F
gen,10105,29,female,hstkl,F
gen,10105,29,female,nitx,F
gen,101400,19,female,STP,F
gen,101400,19,female,hriM,T
gen,101400,19,female,Sixq,F
gen,101400,19,female,Sixq,F
gen,101400,19,female,ht`rb,F
gen,101400,19,female,siiM,F
gen,101400,19,female,ng`,T
gen,101400,19,female,bzbz,F
gen,101400,19,female,aibd,F
gen,101400,19,female,Sbr,F
gen,101400,19,female,bzbz,F
gen,101400,19,female,hcil,F
gen,101400,19,female,mtx,F
gen,101400,19,female,Sipr,F
gen,101400,19,female,xwrr,T
gen,101400,19,female,hriM,T
gen,101400,19,female,Sxrr,F
gen,101400,19,female,Sinh,F
gen,101400,19,female,drK,F
gen,101400,19,female,aibd,F
gen,101400,19,female,aibd,F
gen,101400,19,female,hwrid,F
gen,101400,19,female,tps,F
gen,101400,19,female,gird,F
gen,101400,19,female,hrs,F
gen,101400,19,female,ziiN,F
gen,101400,19,female,siiM,F
gen,101536,23,female,tps,T
gen,101536,23,female,Smr,F
gen,101536,23,female,hrg,F
gen,101536,23,female,aibd,F
gen,101536,23,female,`zb,F
gen,101536,23,female,`cr,F
gen,101536,23,female,aibd,F
gen,101536,23,female,tps,F
gen,101536,23,female,Smr,F
gen,101536,23,female,hkbid,T
gen,101536,23,female,hp`il,F
gen,101536,23,female,bdq,F
gen,101536,23,female,hstkl,F
gen,101536,23,female,Smr,F
gen,101536,23,female,bdq,F
gen,101536,23,female,akl,F
gen,101536,23,female,hriM,T
gen,101536,23,female,Sxrr,T
gen,101536,23,female,akl,F
gen,101536,23,female,hSpi`,F
gen,101536,23,female,Sinh,F
gen,101536,23,female,aibd,F
gen,101536,23,female,`TP,T
gen,101536,23,female,Sab,F
gen,101536,23,female,siiM,F
gen,101536,23,female,siiM,F
gen,101536,23,female,aibd,F
gen,101536,23,female,aibd,F
gen,101536,23,female,Sinh,F
gen,101536,23,female,mcC,T
gen,101536,23,female,aibd,F
gen,101536,23,female,hgSiM,F
gen,101536,23,female,hql,F
gen,101546,17,female,tps,F
gen,101546,17,female,Sinh,F
gen,101546,17,female,SlT,F
gen,101546,17,female,pg`,F
gen,101546,17,female,hstkl,F
gen,101546,17,female,hgSiM,F
gen,101610,18,male,ziiN,F
gen,101610,18,male,SlT,T
gen,101610,18,male,ht`rb,F
gen,101610,18,male,hgSiM,F
gen,101610,18,male,bhh,F
gen,101610,18,male,TSTS,F
gen,101610,18,male,`r`r,F
gen,101610,18,male,bzbz,F
gen,101610,18,male,bzbz,F
gen,101610,18,male,hp`il,T
gen,101610,18,male,hrs,F
gen,101610,18,male,hziq,F
gen,101610,18,male,hrg,F
gen,101610,18,male,ng`,F
gen,101610,18,male,xdr,F
gen,101610,18,male,bzbz,F
gen,101610,18,male,STP,T
gen,101610,18,male,TSTS,T
gen,101610,18,male,tiqN,T
gen,101610,18,male,STP,F
gen,101610,18,male,`cr,F
gen,101610,18,male,niqh,F
gen,101610,18,male,hgdil,T
gen,101610,18,male,tps,F
gen,101610,18,male,hwrid,F
gen,101610,18,male,bzbz,F
gen,101610,18,male,aibd,F
gen,101610,18,male,hrxib,F
gen,101610,18,male,bdq,F
gen,101610,18,male,cb`,F
gen,101610,18,male,niSq,F
gen,101610,18,male,hstkl,F
gen,101610,18,male,ird,F
gen,101610,18,male,bzbz,F
gen,101610,18,male,hrg,F
gen,101610,18,male,bhh,F
gen,10163,28,male,mila,F
gen,10163,28,male,hxziq,F
gen,10163,28,male,krt,F
gen,10163,28,male,akl,F
gen,10163,28,male,`dkN,F
gen,10163,28,male,h`lh,F
gen,10163,28,male,Tipl,F
gen,10163,28,male,Tipl,F
gen,10163,28,male,hwrid,F
gen,10163,28,male,h`lh,F
gen,10163,28,male,hxziq,F
gen,10163,28,male,mila,F
gen,10163,28,male,pg`,F
gen,10163,28,male,hxziq,F
gen,10163,28,male,pg`,F
gen,10163,28,male,aibd,F
gen,10163,28,male,aibd,F
gen,10163,28,male,Sinh,F
gen,10163,28,male,aibd,F
gen,10163,28,male,akl,F
gen,10163,28,male,akl,F
gen,10163,28,male,bdq,F
gen,10163,28,male,ird,F
gen,10163,28,male,siiM,F
gen,10163,28,male,bdq,F
gen,10163,28,male,hwrid,F
gen,10163,28,male,hwrid,F
gen,10163,28,male,Sinh,F
gen,10163,28,male,bl`,F
gen,10163,28,male,siiM,F
gen,10163,28,male,hcil,F
gen,10163,28,male,bdq,F
gen,10163,28,male,hstkl,F
gen,10163,28,male,bdq,F
gen,101632,19,male,SrP,F
gen,101632,19,male,mila,T
gen,101632,19,male,ng`,T
gen,101632,19,male,`dkN,F
gen,101632,19,male,bhh,F
gen,101632,19,male,nSK,F
gen,101632,19,male,cb`,F
gen,101704,19,male,Sipr,F
gen,101704,19,male,qr`,T
gen,101704,19,male,pirq,F
gen,101704,19,male,ziiN,F
gen,101704,19,male,hrxib,T
gen,101704,19,male,niSq,F
gen,101704,19,male,ht`rb,F
gen,101704,19,male,hrxib,T
gen,101704,19,male,ziiN,F
gen,101704,19,male,hstkl,F
gen,101704,19,male,Sth,F
gen,101704,19,male,SrP,F
gen,101704,19,male,nrdM,F
gen,101704,19,male,niqh,F
gen,101704,19,male,tps,T
gen,101704,19,male,tiqN,F
gen,101704,19,male,Sinh,F
gen,101704,19,male,tps,T
gen,101704,19,male,bzbz,F
gen,101704,19,male,hkh,T
gen,101704,19,male,bzbz,F
gen,101704,19,male,Sipr,F
gen,101704,19,male,hSpi`,F
gen,101704,19,male,Sixq,F
gen,101775,16,female,niSq,F
gen,101775,16,female,bzbz,F
gen,101828,22,male,mila,F
gen,101828,22,male,hSpi`,F
gen,101894,26,male,niqh,F
gen,101894,26,male,xsM,T
gen,101894,26,male,mila,F
gen,101894,26,male,Tipl,F
gen,101894,26,male,hStiN,F
gen,101894,26,male,`dkN,F
gen,101894,26,male,Tipl,F
gen,101894,26,male,l`s,F
gen,101894,26,male,`zb,F
gen,101894,26,male,akl,F
gen,101894,26,male,Tipl,F
gen,101894,26,male,miSS,F
gen,101894,26,male,qr`,F
gen,101894,26,male,`zb,F
gen,101894,26,male,`zb,F
gen,101894,26,male,hstkl,F
gen,101894,26,male,hrg,F
gen,101894,26,male,Tipl,F
gen,101910,19,male,xwrr,F
gen,101910,19,male,hp`il,F
gen,101910,19,male,qr`,F
gen,101910,19,male,hqpia,T
gen,101910,19,male,tps,F
gen,101910,19,male,hstkl,F
gen,101910,19,male,hstkl,F
gen,101910,19,male,tiqN,F
gen,101910,19,male,bnh,F
gen,101910,19,male,aibd,F
gen,101910,19,male,hstkl,F
gen,101910,19,male,qr`,F
gen,101910,19,male,bdq,F
gen,101910,19,male,Sixq,F
gen,101910,19,male,aibd,F
gen,101910,19,male,hxziq,F
gen,101910,19,male,siiM,F
gen,101910,19,male,biTl,F
gen,101910,19,male,`icb,F
gen,10199,32,male,Sipr,F
gen,10199,32,male,tiqN,F
gen,10199,32,male,tiqN,F
gen,10199,32,male,bzbz,F
gen,10199,32,male,hrxib,F
gen,10199,32,male,hciP,F
gen,10199,32,male,Sixq,T
gen,10199,32,male,Sixq,T
gen,10199,32,male,Sixq,T
gen,10199,32,male,Sixq,T
gen,10199,32,male,tps,T
gen,10199,32,male,hstkl,F
gen,10199,32,male,biTl,F
gen,10199,32,male,Sixq,T
gen,10199,32,male,hstkl,F
gen,10199,32,male,hciP,F
gen,10199,32,male,Sixq,T
gen,10199,32,male,biTl,F
gen,10199,32,male,cmx,T
gen,10199,32,male,niqh,F
gen,10199,32,male,hrix,F
gen,10199,32,male,`dkN,F
gen,10199,32,male,kish,F
gen,10199,32,male,Sixq,T
gen,10199,32,male,pg`,F
gen,10199,32,male,aibd,F
gen,10199,32,male,hstkl,F
gen,10199,32,male,risq,F
gen,10199,32,male,biTl,F
gen,10199,32,male,kibh,F
gen,10199,32,male,`zb,F
gen,10199,32,male,gilx,T
gen,10199,32,male,hstkl,F
gen,10199,32,male,kibh,F
gen,102337,42,male,bnh,F
gen,102337,42,male,SlT,F
gen,102337,42,male,`icb,F
gen,102337,42,male,xidd,F
gen,102337,42,male,aibd,F
gen,102337,42,male,prC,F
gen,102337,42,male,aibd,F
gen,102337,42,male,hcil,F
gen,102337,42,male,pirq,F
gen,102337,42,male,bdq,F
gen,102337,42,male,sibK,F
gen,102337,42,male,hgdil,F
gen,102337,42,male,prC,F
gen,102337,42,male,bzbz,F
gen,102337,42,male,hgSiM,F
gen,102337,42,male,Tipl,F
gen,102337,42,male,mimN,F
gen,102337,42,male,hxziq,F
gen,102337,42,male,h`lh,F
gen,102337,42,male,hwrid,F
gen,102337,42,male,Sipr,F
gen,102337,42,male,`cr,F
gen,102337,42,male,aibd,F
gen,102337,42,male,bzbz,F
gen,102337,42,male,Smr,F
gen,102337,42,male,Simr,F
gen,102337,42,male,hcil,F
gen,102413,18,female,ird,F
gen,102413,18,female,hstkl,F
gen,102413,18,female,h`lh,F
gen,102413,18,female,`zb,F
gen,102413,18,female,siiM,F
gen,102413,18,female,`dkN,F
gen,102413,18,female,aibd,F
gen,102413,18,female,h`lh,F
gen,102413,18,female,liqq,F
gen,102413,18,female,akl,T
gen,102413,18,female,pg`,F
gen,102413,18,female,pirq,F
gen,102413,18,female,SrP,F
gen,102413,18,female,Sixq,F
gen,102413,18,female,`zb,F
gen,102507,22,male,hxziq,F
gen,102507,22,male,mila,F
gen,102507,22,male,Smr,F
gen,102507,22,male,Sixq,T
gen,102507,22,male,hpciC,F
gen,102507,22,male,kish,F
gen,102507,22,male,hstkl,F
gen,102507,22,male,hrgi`,F
gen,102507,22,male,`dkN,F
gen,102507,22,male,siiM,F
gen,102507,22,male,tps,F
gen,102507,22,male,tps,T
gen,102507,22,male,mila,T
gen,10251,20,male,qiST,F
gen,10251,20,male,siiM,F
gen,10251,20,male,siiM,F
gen,10251,20,male,ird,T
gen,10251,20,male,aibd,F
gen,10251,20,male,ht`ll,F
gen,10251,20,male,hql,F
gen,10251,20,male,Sinh,F
gen,10251,20,male,ht`ll,F
gen,10251,20,male,pg`,F
gen,102587,18,female,hrs,F
gen,102587,18,female,hrgi`,F
gen,102587,18,female,hwrid,F
gen,102587,18,female,cb`,F
gen,102587,18,female,akl,T
gen,102587,18,female,hrs,F
gen,102599,18,female,siiM,F
gen,102608,20,female,siiM,F
gen,102608,20,female,hwrid,T
gen,102608,20,female,hriM,T
gen,102608,20,female,hstkl,F
gen,102608,20,female,irh,F
gen,102608,20,female,plS,F
gen,102608,20,female,drK,T
gen,102608,20,female,xizq,F
gen,102608,20,female,ans,F
gen,102608,20,female,bnh,F
gen,102608,20,female,akl,T
gen,102608,20,female,xibq,F
gen,102608,20,female,hrix,F
gen,102608,20,female,mSK,F
gen,102608,20,female,hstkl,F
gen,102986,17,female,Sth,F
gen,102986,17,female,Smr,F
gen,102986,17,female,hgdil,F
gen,102986,17,female,Smr,F
gen,102986,17,female,akl,F
gen,102986,17,female,aibd,F
gen,104631,18,male,nigb,F
gen,104631,18,male,aibd,F
gen,104631,18,male,siiM,F
gen,104631,18,male,aibd,F
gen,104631,18,male,siiM,F
gen,104631,18,male,SipC,F
gen,104631,18,male,siiM,F
gen,104631,18,male,qiST,F
gen,104631,18,male,aibd,F
gen,104631,18,male,Sth,F
gen,104631,18,male,hqpia,F
gen,104700,19,male,xlxl,F
gen,104700,19,male,mila,F
gen,104700,19,male,hriM,F
gen,104700,19,male,hrg,F
gen,104700,19,male,`icb,F
gen,104700,19,male,xtK,F
gen,104700,19,male,hgSiM,F
gen,104700,19,male,akl,F
gen,104700,19,male,Sbr,F
gen,104700,19,male,rxrx,F
gen,104700,19,male,siiM,F
gen,104700,19,male,qicr,F
gen,104700,19,male,Sth,F
gen,104700,19,male,kish,F
gen,104700,19,male,qSr,F
gen,104700,19,male,rcx,F
gen,104700,19,male,axz,F
gen,104934,20,female,hwrid,F
gen,104934,20,female,siiM,F
gen,104934,20,female,mila,T
gen,104934,20,female,mzmz,F
gen,104934,20,female,SlT,F
gen,104934,20,female,SlT,F
gen,104934,20,female,mila,F
gen,104934,20,female,axz,F
gen,104934,20,female,`cr,F
gen,104934,20,female,liTP,F
gen,104934,20,female,hcil,F
gen,104934,20,female,`cr,F
gen,104934,20,female,Sinh,F
gen,104934,20,female,Sbr,T
gen,104934,20,female,hSpi`,F
gen,104934,20,female,akl,F
gen,105049,17,female,Sixq,F
gen,105049,17,female,hp`il,F
gen,105049,17,female,aibd,F
gen,105049,17,female,hariK,F
gen,105049,17,female,hpsiq,F
gen,105049,17,female,xizq,F
gen,105049,17,female,pg`,F
gen,105049,17,female,Smr,F
gen,105049,17,female,Tipl,F
gen,105248,22,male,SipC,F
gen,105248,22,male,Sxrr,F
gen,105248,22,male,hcil,F
gen,105248,22,male,hcil,F
gen,105248,22,male,hcil,F
gen,105248,22,male,Sipr,F
gen,105248,22,male,hrTib,F
gen,105462,26,male,qr`,T
gen,105462,26,male,hrg,F
gen,105462,26,male,hriM,T
gen,105462,26,male,Sbr,T
gen,105462,26,male,Sxrr,F
gen,105462,26,male,prC,F
gen,105480,18,male,hStiN,F
gen,105480,18,male,niqh,F
gen,105480,18,male,xiTT,F
gen,105480,18,male,qicr,F
gen,105480,18,male,hciP,F
gen,105480,18,male,aibd,F
gen,105480,18,male,`zb,F
gen,105480,18,male,hSpi`,F
gen,105480,18,male,Sixq,F
gen,105484,16,female,npl,T
gen,105484,16,female,npl,T
gen,105484,16,female,TlTl,T
gen,105484,16,female,ximM,T
gen,105484,16,female,nitx,F
gen,105484,16,female,xiTT,F
gen,105779,21,female,`zb,F
gen,105779,21,female,hrxib,F
gen,105779,21,female,Sinh,F
gen,105779,21,female,siiM,F
gen,105779,21,female,prC,F
gen,106000,22,male,Sth,F
gen,106000,22,male,ziiN,F
gen,106012,17,female,Sinh,F
gen,106012,17,female,hstkl,F
gen,106012,17,female,hrix,F
gen,106012,17,female,`icb,F
gen,106012,17,female,akl,T
gen,10635,23,male,Sinh,F
gen,10635,23,male,qr`,F
gen,10635,23,male,ngs,F
gen,10635,23,male,aibd,F
gen,10635,23,male,Sinh,T
gen,10635,23,male,aibd,F
gen,10635,23,male,mimN,F
gen,10635,23,male,aibd,F
gen,10635,23,male,Sth,F
gen,10635,23,male,SlT,F
gen,10635,23,male,bzbz,F
gen,10635,23,male,hgSiM,F
gen,10635,23,male,bzbz,F
gen,10635,23,male,bzbz,F
gen,10635,23,male,bdq,F
gen,10635,23,male,Sxrr,F
gen,10635,23,male,hql,F
gen,10635,23,male,tps,T
gen,10635,23,male,xidd,F
gen,10635,23,male,h`lh,F
gen,10635,23,male,Sinh,F
gen,10635,23,male,bdq,F
gen,10635,23,male,SlT,F
gen,10635,23,male,Sinh,F
gen,10635,23,male,hrix,F
gen,10635,23,male,bzbz,F
gen,10635,23,male,bl`,F
gen,10635,23,male,akl,F
gen,10635,23,male,siiM,F
gen,10635,23,male,hcil,T
gen,10635,23,male,xidS,F
gen,10635,23,male,hwrid,F
gen,10635,23,male,Sth,F
gen,10635,23,male,Sig`,F
gen,10635,23,male,siiM,F
gen,10635,23,male,hriM,F
gen,10635,23,male,Sixq,F
gen,10635,23,male,xnq,F
gen,10639,23,male,`icb,F
gen,10639,23,male,`icb,F
gen,106456,19,female,h`lh,F
gen,106456,19,female,rcx,F
gen,106456,19,female,rcx,F
gen,106456,19,female,gzr,T
gen,106456,19,female,xtK,T
gen,106456,19,female,rcx,F
gen,106456,19,female,aibd,F
gen,106456,19,female,gilx,T
gen,106456,19,female,siiM,F
gen,106456,19,female,hriM,F
gen,106456,19,female,Smr,F
gen,106456,19,female,hSpi`,F
gen,106456,19,female,qr`,F
gen,106456,19,female,hriM,F
gen,106456,19,female,aibd,F
gen,106456,19,female,xtK,F
gen,106456,19,female,hstkl,F
gen,106456,19,female,h`lh,F
gen,106456,19,female,siiM,F
gen,106456,19,female,niqh,F
gen,106456,19,female,cbT,T
gen,106456,19,female,tps,F
gen,106456,19,female,SipC,F
gen,106456,19,female,hstkl,F
gen,106456,19,female,siiM,F
gen,106456,19,female,cbT,T
gen,106456,19,female,hqdiM,F
gen,106456,19,female,SrP,F
gen,106456,19,female,cb`,F
gen,106456,19,female,siiM,F
gen,106456,19,female,hstkl,T
gen,106456,19,female,cb`,F
gen,106456,19,female,siiM,F
gen,106456,19,female,`cr,F
gen,106456,19,female,rcx,F
gen,106456,19,female,aibd,F
gen,106456,19,female,hstkl,F
gen,106456,19,female,hstkl,F
gen,106456,19,female,cbT,T
gen,106456,19,female,hSpi`,F
gen,106456,19,female,akl,F
gen,106456,19,female,siiM,F
gen,106456,19,female,niqh,F
gen,106456,19,female,hgSiM,F
gen,106456,19,female,Sxrr,F
gen,106456,19,female,akl,F
gen,106456,19,female,tps,F
gen,106456,19,female,tps,F
gen,106456,19,female,hxziq,F
gen,106456,19,female,hrix,F
gen,106456,19,female,hrgi`,F
gen,106456,19,female,`icb,F
gen,106456,19,female,hSpi`,F
gen,106456,19,female,hcil,F
gen,106456,19,female,Sig`,F
gen,106456,19,female,aibd,F
gen,106456,19,female,Tipl,F
gen,106456,19,female,Smr,F
gen,106456,19,female,rcx,F
gen,106456,19,female,hgSiM,F
gen,106456,19,female,hrix,F
gen,106456,19,female,hrg,F
gen,106456,19,female,ht`lq,F
gen,106456,19,female,akl,F
gen,106456,19,female,xibq,F
gen,106466,20,male,mtx,F
gen,106466,20,male,SlT,F
gen,106466,20,male,qlql,F
gen,106466,20,male,mila,F
gen,10651,37,female,tiqN,F
gen,10651,37,female,gird,T
gen,10651,37,female,hwrid,F
gen,10651,37,female,nrdM,F
gen,10651,37,female,hriM,T
gen,10651,37,female,Sixq,F
gen,10651,37,female,aibd,T
gen,10651,37,female,kish,T
gen,10651,37,female,hwrid,F
gen,10651,37,female,hriM,F
gen,10651,37,female,hwrid,F
gen,106525,17,female,l`s,F
gen,106525,17,female,bzbz,F
gen,106525,17,female,hrgi`,F
gen,106525,17,female,Sbr,T
gen,106525,17,female,siiM,F
gen,106707,21,female,bdq,F
gen,106707,21,female,gzr,T
gen,106707,21,female,Smr,F
gen,106707,21,female,hgSiM,F
gen,106707,21,female,ng`,T
gen,106707,21,female,nrdM,T
gen,10716,22,female,niqh,F
gen,10716,22,female,aibd,T
gen,10716,22,female,aibd,F
gen,10716,22,female,hgSiM,F
gen,10716,22,female,SrT,F
gen,10716,22,female,mila,F
gen,10716,22,female,hxziq,T
gen,10716,22,female,Simr,F
gen,10716,22,female,drK,T
gen,10716,22,female,xdr,T
gen,10716,22,female,`zb,T
gen,10716,22,female,ngs,F
gen,10716,22,female,xibq,F
gen,10716,22,female,krsM,F
gen,10716,22,female,xwrr,F
gen,10716,22,female,`cr,F
gen,10716,22,female,Sbr,F
gen,10716,22,female,pg`,F
gen,10716,22,female,siiM,F
gen,10716,22,female,hSpi`,F
gen,107257,19,male,pg`,F
gen,107257,19,male,siiM,F
gen,107257,19,male,tps,F
gen,107257,19,male,riss,F
gen,107257,19,male,aibd,F
gen,107257,19,male,siiM,F
gen,107257,19,male,aibd,F
gen,107257,19,male,hcil,F
gen,107257,19,male,siiM,F
gen,107257,19,male,Sth,F
gen,107257,19,male,hgSiM,F
gen,107447,30,female,aibd,F
gen,107566,16,female,tps,F
gen,107566,16,female,tps,F
gen,107566,16,female,mila,F
gen,107566,16,female,xiTT,F
gen,107566,16,female,aibd,F
gen,107566,16,female,akl,F
gen,107566,16,female,hrxib,F
gen,107566,16,female,hgSiM,F
gen,107566,16,female,SlT,F
gen,107566,16,female,niSq,F
gen,107566,16,female,hriM,F
gen,107566,16,female,liTP,T
gen,107566,16,female,xibq,T
gen,107566,16,female,hwrid,F
gen,107566,16,female,nigb,F
gen,107566,16,female,hxziq,F
gen,107566,16,female,TSTS,F
gen,107566,16,female,SlT,F
gen,107566,16,female,mSK,T
gen,107566,16,female,liTP,F
gen,107566,16,female,liTP,T
gen,107566,16,female,ng`,T
gen,107566,16,female,Sth,F
gen,107566,16,female,xnq,F
gen,107566,16,female,Sinh,F
gen,107566,16,female,xibq,F
gen,107566,16,female,Sbr,F
gen,107566,16,female,liqq,F
gen,107566,16,female,lxC,F
gen,107566,16,female,axz,T
gen,107566,16,female,ng`,T
gen,107566,16,female,xibq,F
gen,107566,16,female,`zb,T
gen,107566,16,female,axz,F
gen,107566,16,female,xibq,F
gen,107566,16,female,siiM,F
gen,107566,16,female,tps,F
gen,107566,16,female,aibd,F
gen,107566,16,female,Tips,F
gen,107566,16,female,mila,F
gen,10761,20,female,bnh,F
gen,10761,20,female,Sth,F
gen,10761,20,female,STP,F
gen,10761,20,female,h`lh,F
gen,10761,20,female,Sbr,F
gen,10761,20,female,aibd,F
gen,10761,20,female,akl,F
gen,10761,20,female,qr`,F
gen,10761,20,female,aibd,T
gen,10761,20,female,mila,F
gen,10761,20,female,SrP,F
gen,10761,20,female,ng`,T
gen,10761,20,female,tlS,T
gen,10761,20,female,bhh,T
gen,10761,20,female,tps,F
gen,107750,21,female,hstkl,F
gen,107750,21,female,bl`,F
gen,107750,21,female,hcil,T
gen,107750,21,female,kish,F
gen,107948,14,female,hrs,F
gen,107948,14,female,hrix,F
gen,10807,22,female,liqq,F
gen,10807,22,female,xsM,T
gen,10807,22,female,hrs,F
gen,10807,22,female,bnh,F
gen,10807,22,female,hrix,F
gen,10807,22,female,kish,F
gen,10807,22,female,bdq,F
gen,10807,22,female,akl,F
gen,10807,22,female,Sth,F
gen,10807,22,female,`iTr,T
gen,10807,22,female,xtK,F
gen,10807,22,female,Sinh,F
gen,10807,22,female,mcC,F
gen,10807,22,female,Sixq,F
gen,10807,22,female,akl,F
gen,10807,22,female,niqh,F
gen,10807,22,female,aibd,F
gen,10807,22,female,aibd,F
gen,10807,22,female,hrg,F
gen,10807,22,female,hstkl,F
gen,10807,22,female,xibq,F
gen,10807,22,female,hrix,F
gen,10807,22,female,mila,F
gen,10807,22,female,Sixq,F
gen,10807,22,female,hwrid,F
gen,10807,22,female,hwrid,T
gen,108100,17,female,SlT,T
gen,108100,17,female,SlT,T
gen,108100,17,female,h`siq,T
gen,108100,17,female,siiM,F
gen,10811,35,female,Tipl,F
gen,10811,35,female,niqh,F
gen,10811,35,female,bnh,F
gen,108180,22,female,pg`,F
gen,108180,22,female,aibd,F
gen,108180,22,female,Sbr,F
gen,108180,22,female,Sbr,F
gen,108180,22,female,hgSiM,F
gen,108180,22,female,hgSiM,F
gen,108180,22,female,hgSiM,F
gen,108180,22,female,hstkl,F
gen,108180,22,female,hrs,F
gen,108180,22,female,hwrid,F
gen,108180,22,female,prC,F
gen,108180,22,female,hpsiq,F
gen,108180,22,female,`cr,F
gen,108180,22,female,hgSiM,F
gen,108180,22,female,hgSiM,F
gen,108443,20,female,siiM,F
gen,108443,20,female,b`T,F
gen,108443,20,female,xizq,F
gen,108443,20,female,hziq,F
gen,108443,20,female,hstkl,F
gen,108443,20,female,aibd,F
gen,108469,18,female,Sipr,F
gen,108469,18,female,hriM,T
gen,108469,18,female,xizq,F
gen,108469,18,female,ngs,F
gen,108469,18,female,liqq,F
gen,108469,18,female,hxziq,T
gen,108469,18,female,qr`,T
gen,108469,18,female,xibq,T
gen,108469,18,female,hstkl,F
gen,108469,18,female,xnq,F
gen,108469,18,female,mila,F
gen,108469,18,female,hrix,F
gen,108469,18,female,tlS,T
gen,108469,18,female,tps,F
gen,108469,18,female,hstkl,T
gen,108469,18,female,SlT,F
gen,108469,18,female,iiSr,T
gen,108469,18,female,aibd,F
gen,108469,18,female,Sth,F
gen,108469,18,female,hrix,F
gen,108469,18,female,xsM,F
gen,108469,18,female,nSP,T
gen,108469,18,female,hstkl,F
gen,108469,18,female,nipC,F
gen,108469,18,female,akl,T
gen,108469,18,female,Sth,F
gen,108469,18,female,bzbz,F
gen,108469,18,female,Sxrr,F
gen,108469,18,female,hstkl,F
gen,108469,18,female,niqh,F
gen,108469,18,female,kish,F
gen,108469,18,female,rcx,F
gen,108469,18,female,liTP,F
gen,108469,18,female,hxziq,F
gen,108469,18,female,pqx,T
gen,108469,18,female,Sth,F
gen,108469,18,female,niqh,F
gen,108469,18,female,ziiN,F
gen,108469,18,female,tiqN,F
gen,108584,17,male,qT`,F
gen,108584,17,male,tps,F
gen,108584,17,male,xizq,F
gen,108584,17,male,qr`,T
gen,108584,17,male,xidd,F
gen,108584,17,male,hstkl,F
gen,108584,17,male,Sbr,T
gen,108584,17,male,bl`,F
gen,108584,17,male,`r`r,F
gen,108584,17,male,hrgi`,F
gen,108584,17,male,pg`,F
gen,108584,17,male,hms,F
gen,108584,17,male,Sbr,F
gen,108584,17,male,bdq,T
gen,108584,17,male,bzbz,F
gen,108584,17,male,niSq,T
gen,108584,17,male,hxziq,F
gen,108584,17,male,hxziq,F
gen,108584,17,male,SlT,F
gen,108584,17,male,rcx,F
gen,108584,17,male,hrg,F
gen,108584,17,male,irh,F
gen,108584,17,male,hstkl,F
gen,108584,17,male,bzbz,F
gen,108584,17,male,ng`,F
gen,108584,17,male,bzbz,F
gen,108584,17,male,siiM,F
gen,108584,17,male,hstkl,T
gen,108584,17,male,aibd,F
gen,108584,17,male,hxziq,F
gen,108651,20,female,hstkl,F
gen,108651,20,female,xdr,F
gen,108651,20,female,Sth,F
gen,108651,20,female,lxC,T
gen,108651,20,female,Sbr,F
gen,108651,20,female,tps,F
gen,108651,20,female,aibd,F
gen,108651,20,female,hstkl,F
gen,108651,20,female,hbliT,F
gen,108651,20,female,aibd,F
